idFirstStation,idSecondStation,countryCodeFirst,countryCodeSecond,airDistance,drivingDistance,drivingTime
00060001-d387-4444-8888-acdc00000001,00060080-3b05-4444-8888-acdc00000001,DE,DE,5.281364582926486,5977.0,500.6
00060001-d387-4444-8888-acdc00000001,0c706bd0-b8f9-468a-91ca-2cb865aeafad,DE,DE,0.29575095563924114,459.5,60.2
00060001-d387-4444-8888-acdc00000001,25210235,DE,FR,3.075265779393036,4758.2,354.7
00060001-d387-4444-8888-acdc00000001,2d3b6ec3-32f7-44ca-bcdf-7f40d380d914,DE,DE,7.852983291065876,10102.7,619.9
00060001-d387-4444-8888-acdc00000001,5ca73761-554c-406d-b9c6-ed604b1ba5c0,DE,DE,4.743334647868693,6307.8,508.6
00060001-d387-4444-8888-acdc00000001,e1a15081-2550-9107-e040-0b0a3dfe563c,DE,DE,0.26482804923197206,509.3,64.6
00060002-cb47-4444-8888-acdc00000001,00060915-0002-4444-8888-acdc00000002,DE,DE,3.1465308514601027,3435.3,305.0
00060002-cb47-4444-8888-acdc00000001,16598fe6-86a5-4339-911b-ee7235cf9cd5,DE,DE,2.087168678543189,2545.0,224.3
00060002-cb47-4444-8888-acdc00000001,1d32ac01-67df-4ae1-8452-675dba41815c,DE,DE,0.06737244921535204,99.2,25.7
00060002-cb47-4444-8888-acdc00000001,1d3a9fd5-8e96-4624-a038-8328dc4fb605,DE,DE,2.527367860179499,3287.5,322.6
00060002-cb47-4444-8888-acdc00000001,202da2a5-dfb5-4f7f-89dc-ef5b92cdb162,DE,DE,5.74443357312976,9867.8,483.6
00060002-cb47-4444-8888-acdc00000001,41402ac8-5b0e-4cb4-9766-0b3c6f0794fb,DE,DE,8.652429284988836,11768.3,657.4
00060002-cb47-4444-8888-acdc00000001,4e16b239-eca0-472f-b0bd-c4f4a2b6fb3e,DE,DE,4.139393986640698,7675.7,406.1
00060002-cb47-4444-8888-acdc00000001,5d2f018a-cd75-4776-94e9-6fd2609ec679,DE,DE,7.01476751554947,10928.6,697.4
00060002-cb47-4444-8888-acdc00000001,5e9fa732-f19f-4a2c-806a-32e920c08f2f,DE,DE,4.1621725347692795,7695.6,407.9
00060002-cb47-4444-8888-acdc00000001,853be17b-6268-4064-9b9e-fe7f15cf90d0,DE,DE,6.154577315393991,8801.3,489.7
00060002-cb47-4444-8888-acdc00000001,9c89af77-caaa-4cb9-a315-947deee30a49,DE,DE,1.6092163043834602,1927.5,194.4
00060002-cb47-4444-8888-acdc00000001,9e44e080-6527-4c1c-a14d-9c61b6cddc2d,DE,DE,0.6171843700506994,856.3,145.2
00060002-cb47-4444-8888-acdc00000001,a928ea26-90bf-4544-b1a4-b0cdabd25c8d,DE,DE,5.420713092809177,9802.0,623.3
00060002-cb47-4444-8888-acdc00000001,b3c8109b-66df-45b3-8ad1-946c81d81d1e,DE,DE,6.960162252668362,7389.4,468.4
00060002-cb47-4444-8888-acdc00000001,e3113082-948e-4ab4-83eb-039121d5c21f,DE,DE,5.102072128400934,9537.2,533.9
00060002-cb47-4444-8888-acdc00000001,e5cf6bf0-ffe9-411b-8553-07a09cc39408,DE,DE,3.9189643208694793,5311.7,421.8
00060002-cb47-4444-8888-acdc00000001,f549406e-de56-4a6a-92ca-51c01a6d9927,DE,DE,7.6540649589620635,8400.2,646.8
00060002-cb47-4444-8888-acdc00000001,f6dfd873-65e1-44d9-bf76-02660482b69c,DE,DE,1.5662727204172027,1869.2,172.8
00060015-0090-4444-8888-acdc00000090,00060194-533e-75a1-87f9-8a9f00060194,DE,DE,3.651721792597693,5171.5,405.7
00060015-0090-4444-8888-acdc00000090,00060194-a4a2-4444-8888-acdc00232000,DE,DE,3.686215071293554,5149.3,411.2
00060015-0090-4444-8888-acdc00000090,00061529-0001-4444-8888-acdc00000001,DE,DE,8.402259612290552,11756.6,915.0
00060015-0090-4444-8888-acdc00000090,00412dd6-de3f-4d2d-a3dc-13e8742dd75f,DE,DE,4.594389949570137,6975.0,454.6
00060015-0090-4444-8888-acdc00000090,067013f5-a643-47ba-973f-90181ecaa236,DE,DE,3.6554630787432356,5179.7,406.4
00060015-0090-4444-8888-acdc00000090,19a8601f-dfa9-48ab-b426-ebffc282d14f,DE,DE,4.8860387936724745,5592.1,420.6
00060015-0090-4444-8888-acdc00000090,325b88ea-8b32-4b8d-8290-a731325ba378,DE,DE,3.284296363278078,3610.8,303.9
00060015-0090-4444-8888-acdc00000090,37ad9d50-194f-4961-bb56-2426d15f4bec,DE,DE,4.381753307443711,5300.4,422.5
00060015-0090-4444-8888-acdc00000090,51d4b719-a095-1aa0-e100-80009459e03a,DE,DE,2.1971613794519036,2223.4,156.9
00060015-0090-4444-8888-acdc00000090,605d2120-5730-4980-8012-e5fb932aa6f8,DE,DE,9.855775125674638,15229.3,1059.9
00060015-0090-4444-8888-acdc00000090,60abebe5-e51d-4bf1-a96b-f4b9a17dfa49,DE,DE,9.024878516340369,9888.4,724.8
00060015-0090-4444-8888-acdc00000090,60df35a2-f391-44e9-9249-a414e61734d5,DE,DE,3.402808360758065,3756.9,268.6
00060015-0090-4444-8888-acdc00000090,6a17c0c8-d8ca-4e2f-931f-be5e6324c208,DE,DE,2.4387278636949623,2719.9,218.2
00060015-0090-4444-8888-acdc00000090,6f9b92c0-aa67-44f1-a817-af95d72ee26c,DE,DE,4.677813558291539,5306.4,395.0
00060015-0090-4444-8888-acdc00000090,7d09953b-a579-4f61-933a-6bcbef3da20e,DE,DE,5.1545043561858055,5595.8,522.5
00060015-0090-4444-8888-acdc00000090,9f317710-39a5-48a9-83db-b14613acb4e8,DE,DE,4.398553071391511,5269.6,417.4
00060015-0090-4444-8888-acdc00000090,a546fbdf-002e-4462-9f9c-c59ff536e858,DE,DE,3.896865949579039,4276.2,332.0
00060015-0090-4444-8888-acdc00000090,ae1c55eb-2b93-49a4-ac3e-f6a664cf629a,DE,DE,3.3033347614373447,5611.1,425.0
00060015-0090-4444-8888-acdc00000090,b07386a0-8e6b-43d1-97d1-0f02fafdfebc,DE,DE,4.381205477086624,5304.4,423.5
00060015-0090-4444-8888-acdc00000090,b57a2a2e-33c0-4eff-b99e-d51901fddf81,DE,DE,7.571014869553281,11714.8,840.8
00060015-0090-4444-8888-acdc00000090,c2b9802d-8f33-4c88-8ea2-d302b28eca86,DE,DE,4.041704496611478,4244.5,386.8
00060015-0090-4444-8888-acdc00000090,c5c5e0eb-86fe-4025-9b6b-8dc8e380fabd,DE,DE,2.841561725513712,4394.2,343.2
00060015-0090-4444-8888-acdc00000090,ce241717-4c5c-1eda-b8b2-b9c61f135510,DE,DE,7.230495399826564,8074.8,756.2
00060015-0090-4444-8888-acdc00000090,d1099972-d704-48c0-a82a-b5ba7bddbcac,DE,DE,5.908010732120687,6880.5,641.3
00060015-0090-4444-8888-acdc00000090,facb4314-7412-4fa5-996b-7d2c7c6450d9,DE,DE,3.6875277720816677,5122.4,401.3
00060015-0090-4444-8888-acdc00000090,fad887e0-9c32-457e-a849-fbeb9cb13fd5,DE,DE,8.369800088077847,12152.1,698.5
00060016-ed96-4444-8888-acdc00000001,00060034-0011-4444-8888-acdc00000011,DE,DE,7.013797196431031,9023.6,626.9
00060016-ed96-4444-8888-acdc00000001,00060080-3b05-4444-8888-acdc00000001,DE,DE,9.67671614156379,12732.5,1005.3
00060016-ed96-4444-8888-acdc00000001,00060116-0001-4444-8888-acdc00000001,DE,DE,8.312408521597964,13378.5,862.2
00060016-ed96-4444-8888-acdc00000001,00060368-0012-4444-8888-acdc00000012,DE,DE,6.0775202914772635,7600.8,733.6
00060016-ed96-4444-8888-acdc00000001,00060470-0010-4444-8888-acdc00000010,DE,DE,6.776089840671334,10878.6,796.4
00060016-ed96-4444-8888-acdc00000001,00060780-0001-4444-8888-acdc00000001,DE,DE,8.375959799644361,10213.8,666.8
00060016-ed96-4444-8888-acdc00000001,0738d58f-63db-4b35-8c77-3d8a062f115e,DE,DE,7.013676603754278,9023.6,626.9
00060016-ed96-4444-8888-acdc00000001,096ee56b-2c96-485d-b202-409ddb91776b,DE,DE,9.149808628267257,11395.5,761.5
00060016-ed96-4444-8888-acdc00000001,0db5029c-c16d-4f5c-91cf-2b03d92b0f23,DE,DE,9.165436629880054,11629.2,870.7
00060016-ed96-4444-8888-acdc00000001,1072d647-1a81-4b41-9f8c-e153313cf98b,DE,DE,2.5368774653182147,3146.4,354.5
00060016-ed96-4444-8888-acdc00000001,18a5a27f-5e17-4875-82fa-115a90b679cd,DE,DE,9.740700031225208,11976.6,921.0
00060016-ed96-4444-8888-acdc00000001,2d8b99ae-956c-4c0c-8dec-852cb12c16fb,DE,DE,8.959961433287653,14935.6,997.8
00060016-ed96-4444-8888-acdc00000001,344b7af9-b2d9-4bd3-8428-d86af006eced,DE,DE,4.529176867998739,6185.3,456.2
00060016-ed96-4444-8888-acdc00000001,380f24ea-c612-4b86-8fad-e75052b09d5b,DE,DE,8.645276240305986,10798.5,711.2
00060016-ed96-4444-8888-acdc00000001,3bb66e06-dc62-4e20-8b75-f68b0afabda2,DE,DE,8.320106930137094,9751.6,689.0
00060016-ed96-4444-8888-acdc00000001,3e9014fa-cd68-41b7-9382-376dbb8bba5f,DE,DE,5.466182044894603,8126.1,533.8
00060016-ed96-4444-8888-acdc00000001,42d6d4cc-6909-45fc-f60f-a1abd9ea1f0e,DE,DE,5.388963519769987,7024.4,661.7
00060016-ed96-4444-8888-acdc00000001,506dc7fe-a405-420c-a539-6f86cbc7ec02,DE,DE,6.666852730536218,10850.8,854.4
00060016-ed96-4444-8888-acdc00000001,50871c9d-90d7-4a75-a1e0-ccb5e823ca46,DE,DE,8.738132523109071,14664.1,983.4
00060016-ed96-4444-8888-acdc00000001,51d4b42d-a095-1aa0-e100-80009459e03a,DE,DE,8.37287794978054,10833.1,739.5
00060016-ed96-4444-8888-acdc00000001,51d4b43d-a095-1aa0-e100-80009459e03a,DE,DE,8.419233385287924,11452.6,954.5
